year_month,lead_time_bucket,stay_length_bucket,party_segment,users,events,weighted_events,bookings,booking_row_rate,booking_weighted_event_rate,package_share,mobile_share,booking_value_proxy_total,sessions,booking_sessions,session_booking_rate
2013-08-01,2_7,4_7,family_with_children,2492,9002,13994,719,0.07987113974672296,0.05173645848220666,0.17385257301808066,0.13474783381470784,844,3601,822,0.22826992502082755
2013-08-01,2_7,2_3,group,1423,4202,6126,410,0.09757258448357925,0.06692784851452824,0.07073170731707316,0.13422179914326512,439,1829,556,0.3039912520503007
2013-08-01,same_next_day,8_14,family_with_children,100,282,412,17,0.06028368794326241,0.043689320388349516,0.0,0.21631205673758866,17,117,25,0.21367521367521367
2013-08-01,31_90,2_3,group,2913,11540,17561,770,0.06672443674176777,0.044245771880872385,0.21298701298701297,0.12409012131715771,934,4360,928,0.21284403669724772
2013-08-01,2_7,1,group,1726,5448,7953,747,0.13711453744493393,0.09442977492770024,0.00535475234270415,0.1183920704845815,751,2209,888,0.40199185151652334
2013-08-01,8_30,8_14,family_with_children,792,2424,3643,128,0.052805280528052806,0.03568487510293714,0.1796875,0.0924092409240924,151,1076,183,0.17007434944237917
2013-08-01,same_next_day,2_3,family_with_children,2675,8352,12659,1007,0.12056992337164751,0.08025910419464413,0.022840119165839126,0.20114942528735633,1030,3326,1145,0.34425736620565245
2013-08-01,91_plus,8_14,group,442,1522,2669,64,0.04204993429697766,0.024353690520794304,0.546875,0.11826544021024968,99,650,77,0.11846153846153847
2013-08-01,31_90,8_14,solo,708,2239,3375,128,0.05716837874050915,0.03851851851851852,0.5703125,0.09066547565877624,201,1004,163,0.16235059760956175
2013-08-01,91_plus,1,solo,922,2685,3668,277,0.10316573556797021,0.07606324972737187,0.07581227436823104,0.0931098696461825,298,1208,301,0.24917218543046357
2013-08-01,2_7,15_plus,family_with_children,96,227,319,8,0.03524229074889868,0.025078369905956112,0.0,0.07048458149779736,8,109,13,0.11926605504587157
2013-08-01,31_90,15_plus,solo,154,492,681,9,0.018292682926829267,0.014684287812041116,0.4444444444444444,0.07723577235772358,13,207,16,0.07729468599033816
2013-08-01,same_next_day,4_7,family_with_children,756,2240,3465,224,0.1,0.06522366522366523,0.08482142857142858,0.20758928571428573,243,981,271,0.2762487257900102
2013-08-01,31_90,8_14,group,227,723,1201,17,0.02351313969571231,0.014154870940882597,0.47058823529411764,0.14937759336099585,25,296,30,0.10135135135135136
2013-08-01,91_plus,15_plus,solo,148,373,526,6,0.0160857908847185,0.013307984790874524,0.8333333333333334,0.16621983914209115,11,193,9,0.046632124352331605
2013-08-01,91_plus,1,group,632,2291,3219,211,0.092099519860323,0.06585896241068655,0.023696682464454975,0.11305106940200786,216,884,229,0.25904977375565613
2013-08-01,8_30,15_plus,couple,264,747,1145,24,0.0321285140562249,0.02096069868995633,0.125,0.10977242302543508,27,323,40,0.1238390092879257
2013-08-01,2_7,8_14,family_with_children,400,1203,1744,78,0.06483790523690773,0.045871559633027525,0.1794871794871795,0.09642560266001662,92,511,110,0.21526418786692758
2013-08-01,91_plus,15_plus,couple,452,1193,1897,18,0.015088013411567477,0.010015814443858724,0.3888888888888889,0.10058675607711651,25,571,47,0.08231173380035026
2013-09-01,same_next_day,1,group,802,2377,3343,427,0.1796381994110223,0.12862698175291654,0.0,0.23937736642827093,427,1022,500,0.4892367906066536
2013-09-01,91_plus,4_7,family_with_children,6760,30188,48073,1087,0.03600768517291639,0.02311068583196389,0.3201471941122355,0.15294156618523916,1435,11142,1177,0.1056363309998205
2013-09-01,2_7,8_14,couple,418,1163,1783,56,0.04815133276010318,0.03196859226023556,0.23214285714285715,0.1298366294067068,69,558,100,0.17921146953405018
2013-09-01,8_30,4_7,couple,8866,33225,51381,1865,0.05613243039879609,0.03672563788170725,0.3935656836461126,0.1346576373212942,2599,13284,2451,0.18450767841011745
2013-09-01,31_90,2_3,family_with_children,6864,24252,34412,2198,0.09063170047831107,0.06541322794374056,0.07688808007279345,0.11578426521523998,2367,9560,2316,0.2422594142259414
2013-09-01,same_next_day,1,couple,6372,17831,23817,3126,0.17531265773091806,0.13209052357559725,0.005438259756877799,0.24064830912455834,3143,8080,3624,0.4485148514851485
2013-09-01,31_90,8_14,couple,2321,8720,14085,289,0.033142201834862384,0.020873269435569754,0.6228373702422145,0.14644495412844036,469,3626,440,0.12134583563154992
2013-09-01,91_plus,1,family_with_children,2174,7476,10046,816,0.10914927768860354,0.08411307983276926,0.022058823529411766,0.10593900481540931,834,2946,827,0.2807196198234895
2013-09-01,2_7,1,solo,7006,19199,24391,4143,0.21579248919214541,0.17256365052683367,0.07651460294472605,0.07224334600760456,4460,8875,4376,0.4930704225352113
2013-09-01,31_90,4_7,couple,12677,50309,82271,2436,0.04842075970502296,0.029974109953689636,0.5168308702791461,0.14355284342761732,3695,20195,2984,0.14775934637286456
2013-09-01,91_plus,2_3,couple,7049,25864,37410,1359,0.05254407670893907,0.03734295642876236,0.22737306843267108,0.1390736158366842,1668,10384,1611,0.15514252696456085
2013-09-01,8_30,2_3,group,2645,9672,13956,781,0.08074855252274607,0.056678131269704786,0.12804097311139565,0.10297766749379653,881,3793,980,0.25837068283680464
2013-09-01,8_30,4_7,solo,4441,14252,20663,1397,0.09802133033960146,0.06857668295987998,0.3593414459556192,0.09395172607353354,1899,6197,1649,0.26609649830563176
2013-09-01,8_30,2_3,couple,16744,58535,82115,4741,0.08099427692833347,0.058637276989587775,0.1697954018139633,0.12498505167848296,5546,23909,5934,0.2481910577606759
2013-09-01,2_7,4_7,couple,2859,9134,13589,650,0.07116268885482811,0.04864228420045625,0.2753846153846154,0.12907816947668052,829,3876,908,0.23426212590299278
2013-09-01,same_next_day,2_3,couple,3292,9156,12568,1167,0.12745740498034075,0.09404837683004456,0.032562125107112254,0.20882481432940148,1205,4018,1532,0.3812842210054754
2013-09-01,same_next_day,1,solo,5094,14081,18168,3283,0.23315105461259852,0.18235358872743285,0.016448370392933294,0.12832895390952348,3337,6557,3487,0.5317980783895074
2013-09-01,2_7,8_14,solo,352,977,1381,92,0.09416581371545547,0.06734250543084722,0.21739130434782608,0.09621289662231321,112,449,111,0.24721603563474387
2013-09-01,91_plus,2_3,solo,1808,6063,8640,355,0.05855187201055583,0.04201388888888889,0.23098591549295774,0.1037440211116609,437,2557,426,0.16660148611654282
2013-09-01,31_90,1,family_with_children,3687,11440,15345,1488,0.13006993006993006,0.09970674486803519,0.006720430107526882,0.09842657342657343,1498,4664,1496,0.32075471698113206
2013-09-01,8_30,2_3,solo,8863,28010,38059,3775,0.13477329525169582,0.10044930239890695,0.23337748344370862,0.07747233131024633,4656,12228,4202,0.3436375531566896
2013-09-01,2_7,1,couple,9224,25969,34203,3680,0.14170742038584466,0.10887933806975997,0.015217391304347827,0.1440948823597366,3736,11525,4277,0.3711062906724512
2013-09-01,31_90,4_7,solo,4326,14484,22426,1071,0.07394366197183098,0.04855970748238651,0.48366013071895425,0.09507042253521127,1589,6304,1249,0.19812817258883247
2013-09-01,91_plus,2_3,group,1665,6321,9463,364,0.05758582502768549,0.03899397654020924,0.18681318681318682,0.11406423034330011,432,2406,418,0.17373233582709893
2013-09-01,31_90,4_7,group,1907,7617,12583,354,0.04647499015360378,0.028292140189144083,0.4322033898305085,0.1407378232900092,507,2891,437,0.15115876859218264
2013-09-01,8_30,1,family_with_children,5450,17266,23116,2426,0.1405073554963512,0.10758781796158505,0.006183017312448475,0.09863315185914515,2441,6945,2457,0.35377969762419004
2013-09-01,same_next_day,2_3,solo,2539,6928,9286,1331,0.1921189376443418,0.14451863019599398,0.06235912847483095,0.11922632794457275,1414,3216,1552,0.48258706467661694
2013-09-01,8_30,8_14,solo,711,2087,3028,139,0.06660277910876856,0.04689564068692206,0.35251798561151076,0.07235265931959751,188,968,193,0.1993801652892562
2013-09-01,2_7,4_7,group,348,1145,1722,112,0.09781659388646288,0.06504065040650407,0.08928571428571429,0.09170305676855896,122,465,146,0.3139784946236559
2013-09-01,same_next_day,4_7,family_with_children,388,1007,1425,143,0.1420059582919563,0.10035087719298245,0.03496503496503497,0.1211519364448858,148,458,172,0.37554585152838427
2013-09-01,8_30,8_14,couple,1286,3930,5653,171,0.04351145038167939,0.030249425084026182,0.40350877192982454,0.12900763358778625,240,1780,277,0.1556179775280899
2013-09-01,2_7,2_3,family_with_children,3533,10561,14446,1348,0.1276394280844617,0.09532050394572893,0.026706231454005934,0.12858630811476185,1384,4464,1500,0.33602150537634407
2013-09-01,91_plus,15_plus,family_with_children,290,808,1199,22,0.027227722772277228,0.01834862385321101,0.09090909090909091,0.14603960396039603,24,366,39,0.10655737704918032
2013-09-01,91_plus,8_14,family_with_children,2062,7800,12657,182,0.023333333333333334,0.014537410128782492,0.46703296703296704,0.16012820512820514,267,3155,258,0.08177496038034865
2013-09-01,2_7,1,group,1343,3968,5354,580,0.1461693548387097,0.1096376540903997,0.008620689655172414,0.12046370967741936,585,1689,689,0.4079336885731202
2013-09-01,2_7,4_7,solo,2281,6569,8964,817,0.12437205054041711,0.09225792057117359,0.20195838433292534,0.09362155579235805,982,3012,1000,0.33200531208499334
2013-09-01,same_next_day,2_3,group,420,1100,1453,185,0.16818181818181818,0.12869924294562973,0.0,0.2109090909090909,185,512,231,0.451171875
2013-09-01,31_90,8_14,solo,817,2611,4141,120,0.04595940252776714,0.028978507606858248,0.5416666666666666,0.09230180007659901,185,1138,175,0.15377855887521968
2013-09-01,31_90,15_plus,couple,353,897,1192,20,0.022296544035674472,0.016778523489932886,0.3,0.0903010033444816,26,453,55,0.12141280353200883
2013-09-01,same_next_day,8_14,couple,118,269,460,15,0.055762081784386616,0.03260869565217391,0.13333333333333333,0.1412639405204461,17,145,34,0.23448275862068965
2013-09-01,8_30,4_7,group,1081,4067,6158,269,0.06614211949840176,0.043845404352062356,0.23048327137546468,0.11703958691910499,331,1584,336,0.21212121212121213
2013-09-01,31_90,15_plus,solo,188,582,869,15,0.02577319587628866,0.01726121979286536,0.3333333333333333,0.04639175257731959,20,251,28,0.11155378486055777
2013-09-01,2_7,8_14,group,46,146,238,9,0.06164383561643835,0.037815126050420166,0.1111111111111111,0.0821917808219178,10,59,15,0.2542372881355932
2013-09-01,2_7,15_plus,couple,130,239,305,5,0.02092050209205021,0.01639344262295082,0.0,0.18828451882845187,5,140,30,0.21428571428571427
2013-09-01,8_30,15_plus,couple,262,540,752,9,0.016666666666666666,0.011968085106382979,0.2222222222222222,0.10925925925925926,11,304,42,0.13815789473684212
2013-09-01,2_7,15_plus,group,17,46,51,3,0.06521739130434782,0.058823529411764705,0.0,0.2826086956521739,3,18,5,0.2777777777777778
2013-09-01,2_7,15_plus,solo,116,287,386,8,0.027874564459930314,0.02072538860103627,0.125,0.05226480836236934,9,133,18,0.13533834586466165
2013-09-01,8_30,8_14,group,126,409,568,17,0.04156479217603912,0.02992957746478873,0.23529411764705882,0.06601466992665037,21,181,26,0.143646408839779
2013-09-01,8_30,15_plus,solo,207,586,823,25,0.042662116040955635,0.030376670716889428,0.24,0.059726962457337884,31,262,42,0.16030534351145037
2013-09-01,8_30,15_plus,group,21,45,55,0,0.0,0.0,,0.13333333333333333,0,25,1,0.04
2013-09-01,31_90,8_14,group,265,1150,1882,33,0.028695652173913042,0.01753453772582359,0.6060606060606061,0.15565217391304348,53,409,46,0.11246943765281174
2013-09-01,same_next_day,15_plus,solo,43,74,99,10,0.13513513513513514,0.10101010101010101,0.3,0.0,13,44,17,0.38636363636363635
2013-09-01,same_next_day,8_14,solo,105,258,348,33,0.12790697674418605,0.09482758620689655,0.21212121212121213,0.12403100775193798,40,117,46,0.39316239316239315
2013-09-01,same_next_day,8_14,group,22,82,102,8,0.0975609756097561,0.0784313725490196,0.0,0.024390243902439025,8,24,8,0.3333333333333333
2013-09-01,same_next_day,15_plus,couple,40,54,65,0,0.0,0.0,,0.12962962962962962,0,42,9,0.21428571428571427
2013-01-01,8_30,8_14,solo,536,1576,2895,124,0.07868020304568528,0.043523316062176166,0.43548387096774194,0.10025380710659898,178,720,160,0.2222222222222222
2013-01-01,8_30,1,family_with_children,4020,11971,19975,1848,0.15437306824826663,0.09456821026282854,0.007575757575757576,0.0840364213515997,1862,5034,1874,0.37226857369884786
2013-01-01,2_7,4_7,couple,1972,5998,10724,441,0.0735245081693898,0.041588959343528534,0.2766439909297052,0.1437145715238413,563,2715,579,0.2132596685082873
2013-01-01,2_7,1,family_with_children,2971,8513,14008,1549,0.18195700693057676,0.11264991433466591,0.005810200129115558,0.1078350757664748,1558,3600,1597,0.4436111111111111
2013-01-01,8_30,4_7,family_with_children,3372,11967,21249,922,0.07704520765438289,0.04419031483834533,0.1789587852494577,0.11189103367594218,1087,4846,1045,0.2156417664052827
2013-01-01,31_90,4_7,family_with_children,7710,35181,64758,1697,0.04823626389244194,0.02665307761203249,0.4036535061873895,0.1280236491287911,2382,13109,1849,0.14104813486917386
2013-01-01,91_plus,4_7,family_with_children,5972,26208,47547,1025,0.03911019536019536,0.022272698592971166,0.31609756097560976,0.1262973137973138,1349,9712,1128,0.11614497528830313
2013-01-01,31_90,2_3,family_with_children,6467,25019,45157,2003,0.08005915504216796,0.04546360475673761,0.08836744882675986,0.09848515128502339,2180,9308,2082,0.2236785560807907
2013-01-01,31_90,1,solo,2113,5801,9626,858,0.14790553352870195,0.09048410554747559,0.10372960372960373,0.06757455611101534,947,2578,908,0.352211016291699
2013-01-01,31_90,1,couple,5031,16051,28051,1655,0.10310884057068095,0.05974831556807244,0.024773413897280966,0.1041679646127967,1696,6696,1877,0.28031660692951016
2013-01-01,2_7,4_7,solo,1624,4703,7954,667,0.14182436742504784,0.08436007040482776,0.272863568215892,0.07314480119072932,849,2148,763,0.3552141527001862
2013-01-01,8_30,2_3,family_with_children,5622,19347,34238,2104,0.10875071070450198,0.06291255330334716,0.04895437262357415,0.09768956427353077,2207,7530,2211,0.2936254980079681
2013-01-01,8_30,8_14,group,93,258,461,13,0.050387596899224806,0.028199566160520606,0.23076923076923078,0.06201550387596899,16,114,17,0.14912280701754385
2013-01-01,same_next_day,1,family_with_children,1763,4633,7314,964,0.20807252320310815,0.13275909215203718,0.001037344398340249,0.15389596373839845,965,2125,1005,0.47294117647058825
2013-01-01,2_7,2_3,family_with_children,2726,7982,13489,1129,0.14144324730643948,0.08458744161909704,0.023914968999114262,0.10122776246554749,1156,3402,1228,0.3609641387419165
2013-01-01,91_plus,2_3,family_with_children,4268,17817,33037,1303,0.07313240163888421,0.040439507219178494,0.052187260168841135,0.0982208003592075,1371,6400,1289,0.20140625
2013-01-01,same_next_day,4_7,couple,587,1677,2893,159,0.09481216457960644,0.054960248876598686,0.15723270440251572,0.1800834824090638,184,749,220,0.2937249666221629
2013-01-01,same_next_day,4_7,solo,505,1375,2304,239,0.17381818181818182,0.10416666666666667,0.0794979079497908,0.12509090909090909,258,636,288,0.4528301886792453
2013-01-01,91_plus,8_14,family_with_children,1603,6277,11196,178,0.02835749561892624,0.01625580564487317,0.42696629213483145,0.140990919228931,254,2463,219,0.08891595615103533
2013-01-01,same_next_day,2_3,family_with_children,1026,3042,5186,459,0.15088757396449703,0.0892788276128037,0.008714596949891068,0.1712689020381328,463,1239,500,0.4035512510088781
2013-01-01,91_plus,1,couple,3284,11250,19987,1081,0.09608888888888889,0.055436033421724124,0.03700277520814061,0.08622222222222223,1121,4651,1138,0.24467856374973124
2013-01-01,8_30,15_plus,couple,250,472,733,10,0.0211864406779661,0.013642564802182811,0.4,0.13559322033898305,14,290,29,0.1
2013-01-01,91_plus,1,solo,904,2621,4723,268,0.10225104921785579,0.05737878467076011,0.1044776119402985,0.047310186951545215,296,1157,288,0.24891961970613655
2013-01-01,31_90,8_14,solo,668,2009,3606,125,0.06222000995520159,0.03494176372712146,0.584,0.047784967645594825,198,926,144,0.15550755939524838
2013-01-01,31_90,8_14,couple,2009,7777,14014,272,0.034974926064034975,0.01969459112316255,0.7022058823529411,0.14015687283014017,463,3077,349,0.11342216444588886
2013-01-01,2_7,4_7,group,196,584,1070,57,0.0976027397260274,0.05420560747663551,0.10526315789473684,0.11643835616438356,63,262,66,0.25190839694656486
2013-01-01,31_90,1,group,1004,3359,6054,316,0.094075617743376,0.05252725470763132,0.04113924050632911,0.08395355760643049,329,1307,369,0.2823259372609028
2013-01-01,8_30,8_14,couple,956,3192,5885,121,0.03790726817042606,0.020560747663551402,0.49586776859504134,0.11591478696741854,181,1371,175,0.1276440554339898
2013-01-01,31_90,8_14,group,250,872,1582,43,0.04931192660550459,0.028445006321112517,0.627906976744186,0.15022935779816513,70,376,51,0.1356382978723404
2013-01-01,2_7,8_14,family_with_children,136,370,640,34,0.0918918918918919,0.053125,0.029411764705882353,0.1,35,170,44,0.25882352941176473
2013-01-01,91_plus,1,group,741,2808,5265,289,0.10292022792022792,0.05527065527065527,0.03806228373702422,0.08796296296296297,300,1014,305,0.30078895463510846
2013-01-01,8_30,15_plus,solo,125,288,533,16,0.05555555555555555,0.0300187617260788,0.3125,0.041666666666666664,21,149,24,0.1610738255033557
2013-01-01,91_plus,15_plus,couple,280,741,1326,11,0.014844804318488529,0.008295625942684766,0.7272727272727273,0.12010796221322537,19,355,22,0.061971830985915494
2013-01-01,31_90,15_plus,couple,256,505,819,11,0.02178217821782178,0.013431013431013432,0.36363636363636365,0.11287128712871287,15,288,29,0.10069444444444445
2013-01-01,same_next_day,8_14,family_with_children,47,124,214,9,0.07258064516129033,0.04205607476635514,0.0,0.056451612903225805,9,55,12,0.21818181818181817
